0,-0.0000
1,-0.0000
2,-0.0000
3,-0.0000
4,-0.0000
5,-0.0000
6,-0.0000
7,-0.0000
8,-0.0000
9,-0.0000
10,-0.0000
11,-0.0000
12,-0.0000
13,-0.0000
14,-0.0000
15,-0.0000
16,-0.0000
17,-0.0000
18,-0.0000
19,-0.0000
20,-0.0000
21,-0.0000
22,-0.0000
23,-0.0000
24,-0.0000
25,-0.0000
26,-0.0000
27,-0.0000
28,-0.0000
29,-0.0000
30,-0.0000
31,-0.0000
32,-0.0000
33,-0.0000
34,-0.0000
35,-0.0000
36,-0.0000
37,-0.0000
38,-0.0001
39,-0.0002
40,-0.0003
41,-0.0004
42,-0.0007
43,-0.0012
44,-0.0018
45,-0.0028
46,-0.0041
47,-0.0061
48,-0.0087
49,-0.0123
50,-0.0171
51,-0.0234
52,-0.0315
53,-0.0417
54,-0.0544
55,-0.0699
56,-0.0885
57,-0.1106
58,-0.1364
59,-0.1660
60,-0.1995
61,-0.2369
62,-0.2779
63,-0.3220
64,-0.3686
65,-0.4171
66,-0.4666
67,-0.5159
68,-0.5638
69,-0.6089
70,-0.6497
71,-0.6845
72,-0.7119
73,-0.7304
74,-0.7384
75,-0.7348
76,-0.7182
77,-0.6879
78,-0.6431
79,-0.5839
80,-0.5102
81,-0.4224
82,-0.3209
83,-0.2067
84,-0.0812
85,0.0531
86,0.1944
87,0.3405
88,0.4889
89,0.6370
90,0.7825
91,0.9230
92,1.0558
93,1.1784
94,1.2889
95,1.3856
96,1.4665
97,1.5299
98,1.5751
99,1.6017
100,1.6096
101,1.5987
102,1.5696
103,1.5233
104,1.4609
105,1.3837
106,1.2936
107,1.1926
108,1.0826
109,0.9653
110,0.8427
111,0.7174
112,0.5911
113,0.4655
114,0.3421
115,0.2224
116,0.1088
117,0.0025
118,-0.0969
119,-0.1892
120,-0.2725
121,-0.3462
122,-0.4109
123,-0.4671
124,-0.5146
125,-0.5534
126,-0.5838
127,-0.6066
128,-0.6224
129,-0.6317
130,-0.6352
131,-0.6334
132,-0.6271
133,-0.6168
134,-0.6032
135,-0.5868
136,-0.5682
137,-0.5478
138,-0.5260
139,-0.5032
140,-0.4799
141,-0.4562
142,-0.4324
143,-0.4085
144,-0.3850
145,-0.3623
146,-0.3405
147,-0.3195
148,-0.2993
149,-0.2799
150,-0.2613
151,-0.2436
152,-0.2267
153,-0.2108
154,-0.1956
155,-0.1814
156,-0.1680
157,-0.1554
158,-0.1436
159,-0.1326
160,-0.1223
161,-0.1127
162,-0.1037
163,-0.0954
164,-0.0877
165,-0.0806
166,-0.0740
167,-0.0679
168,-0.0623
169,-0.0571
170,-0.0523
171,-0.0479
172,-0.0439
173,-0.0402
174,-0.0368
175,-0.0337
176,-0.0308
177,-0.0282
178,-0.0258
179,-0.0236
180,-0.0216
181,-0.0198
182,-0.0181
183,-0.0166
184,-0.0152
185,-0.0140
186,-0.0128
187,-0.0118
188,-0.0109
189,-0.0100
190,-0.0093
191,-0.0086
192,-0.0080
193,-0.0075
194,-0.0070
195,-0.0066
196,-0.0062
197,-0.0059
198,-0.0321
199,-0.0321

