
*************Digital Call Prices***********
13.00	13.00	13.00	13.00	13.00	13.00	13.00	13.00	13.00	13.00	13.00	13.00	13.00	13.00	13.00	13.00	13.00	13.00	13.00	13.00	13.00	13.00	13.00	13.00	13.00	13.00	13.00	13.00	13.00	13.00	13.00	13.00	13.00	13.00	13.00	13.00	13.00	13.00	13.00	13.00	13.00	13.00	12.99	12.99	12.99	12.98	12.98	12.97	12.96	12.95	12.94	12.92	12.90	12.88	12.85	12.82	12.78	12.73	12.68	12.62	12.56	12.48	12.40	12.31	12.21	12.10	11.99	11.86	11.72	11.58	11.42	11.26	11.08	10.90	10.71	10.51	10.31	10.10	9.88	9.65	9.42	9.19	8.95	8.71	8.46	8.22	7.97	7.72	7.48	7.23	6.98	6.74	6.49	6.25	6.02	5.78	5.56	5.33	5.11	4.89	4.68	4.48	4.28	4.08	3.89	3.71	3.53	3.36	3.20	3.04	2.89	2.74	2.60	2.46	2.33	2.21	2.09	1.97	1.86	1.76	1.66	1.57	1.48	1.39	1.31	1.24	1.16	1.09	1.03	0.97	0.91	0.85	0.80	0.75	0.71	0.66	0.62	0.58	0.54	0.51	0.48	0.45	0.42	0.39	0.37	0.34	0.32	0.30	0.28	0.26	0.24	0.23	0.21	0.20	0.19	0.17	0.16	0.15	0.14	0.13	0.12	0.11	0.11	0.10	0.09	0.09	0.08	0.08	0.07	0.07	0.06	0.06	0.05	0.05	0.05	0.04	0.04	0.04	0.03	0.03	0.03	0.03	0.03	0.02	0.02	0.02	0.02	0.02	0.02	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.00	0.00	

*************Digital Call Deltas***********
0.00	0.00	0.00	0.00	-0.00	0.00	0.00	-0.00	-0.00	0.00	-0.00	0.00	-0.00	-0.00	-0.00	-0.00	-0.00	-0.00	-0.00	-0.00	-0.00	-0.00	-0.00	-0.00	-0.00	-0.00	-0.00	-0.00	-0.00	-0.00	-0.00	-0.00	-0.00	-0.00	-0.00	-0.00	-0.00	-0.00	-0.00	-0.00	-0.00	-0.00	-0.00	-0.00	-0.00	-0.00	-0.01	-0.01	-0.01	-0.01	-0.02	-0.02	-0.02	-0.03	-0.03	-0.04	-0.04	-0.05	-0.05	-0.06	-0.07	-0.08	-0.09	-0.09	-0.10	-0.11	-0.12	-0.13	-0.14	-0.15	-0.16	-0.17	-0.18	-0.19	-0.19	-0.20	-0.21	-0.22	-0.22	-0.23	-0.23	-0.24	-0.24	-0.24	-0.24	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	-0.24	-0.24	-0.24	-0.24	-0.23	-0.23	-0.22	-0.22	-0.21	-0.21	-0.20	-0.20	-0.19	-0.19	-0.18	-0.17	-0.17	-0.16	-0.16	-0.15	-0.14	-0.14	-0.13	-0.13	-0.12	-0.12	-0.11	-0.11	-0.10	-0.10	-0.09	-0.09	-0.08	-0.08	-0.07	-0.07	-0.07	-0.06	-0.06	-0.06	-0.05	-0.05	-0.05	-0.05	-0.04	-0.04	-0.04	-0.04	-0.03	-0.03	-0.03	-0.03	-0.03	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.00	-0.00	-0.00	-0.00	-0.00	-0.00	-0.00	-0.00	-0.00	-0.00	-0.00	-0.00	-0.00	-0.00	-0.00	-0.00	-0.00	-0.00	-0.00	-0.00	-0.00	-0.00	-0.00	-0.00	-0.00	-0.00	-0.00	-0.00	-0.00	-0.00	-0.00	0.00	

*************Digital Call Gammas***********
0.00	0.00	0.00	-0.00	0.00	0.00	-0.00	0.00	0.00	-0.00	0.00	-0.00	0.00	-0.00	-0.00	-0.00	-0.00	-0.00	-0.00	-0.00	-0.00	-0.00	-0.00	-0.00	-0.00	-0.00	-0.00	-0.00	-0.00	-0.00	-0.00	-0.00	-0.00	-0.00	-0.00	-0.00	-0.00	-0.00	-0.00	-0.00	-0.00	-0.00	-0.00	-0.00	-0.00	-0.00	-0.00	-0.00	-0.00	-0.00	-0.00	-0.00	-0.00	-0.00	-0.00	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.00	-0.00	-0.00	-0.00	-0.00	-0.00	-0.00	-0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	

*************Autocallable Prices***********
Spot 100 Price -- 9.65 
Spot 101 Price -- 10.36 
Spot 102 Price -- 11.05 
Spot 103 Price -- 11.74 
Spot 104 Price -- 12.40 
Spot 105 Price -- 13.06 
Spot 106 Price -- 13.70 
Spot 107 Price -- 14.33 
Spot 108 Price -- 14.94 
Spot 109 Price -- 15.55 
Spot 110 Price -- 16.13 
Spot 111 Price -- 16.71 
Spot 112 Price -- 17.27 
Spot 113 Price -- 17.82 
Spot 114 Price -- 18.35 
Spot 115 Price -- 18.88 
Spot 116 Price -- 19.39 
Spot 117 Price -- 19.89 
Spot 118 Price -- 20.37 
Spot 119 Price -- 20.84 
Spot 120 Price -- 21.30 
Spot 121 Price -- 21.75 
Spot 122 Price -- 22.19 
Spot 123 Price -- 22.62 
Spot 124 Price -- 23.03 
Spot 125 Price -- 23.43 
Spot 126 Price -- 23.82 
Spot 127 Price -- 24.20 
Spot 128 Price -- 24.57 
Spot 129 Price -- 24.93 


*************Autocallable Deltas***********
Spot 100 Price -- 0.72 
Spot 101 Price -- 0.70 
Spot 102 Price -- 0.69 
Spot 103 Price -- 0.68 
Spot 104 Price -- 0.66 
Spot 105 Price -- 0.65 
Spot 106 Price -- 0.63 
Spot 107 Price -- 0.62 
Spot 108 Price -- 0.61 
Spot 109 Price -- 0.59 
Spot 110 Price -- 0.58 
Spot 111 Price -- 0.57 
Spot 112 Price -- 0.56 
Spot 113 Price -- 0.54 
Spot 114 Price -- 0.53 
Spot 115 Price -- 0.52 
Spot 116 Price -- 0.50 
Spot 117 Price -- 0.49 
Spot 118 Price -- 0.48 
Spot 119 Price -- 0.47 
Spot 120 Price -- 0.45 
Spot 121 Price -- 0.44 
Spot 122 Price -- 0.43 
Spot 123 Price -- 0.42 
Spot 124 Price -- 0.41 
Spot 125 Price -- 0.40 
Spot 126 Price -- 0.39 
Spot 127 Price -- 0.37 
Spot 128 Price -- 0.36 
Spot 129 Price -- 0.35 


*************Autocallable Gammas***********
Spot 100 Price -- -0.01 
Spot 101 Price -- -0.01 
Spot 102 Price -- -0.01 
Spot 103 Price -- -0.01 
Spot 104 Price -- -0.01 
Spot 105 Price -- -0.01 
Spot 106 Price -- -0.01 
Spot 107 Price -- -0.01 
Spot 108 Price -- -0.01 
Spot 109 Price -- -0.01 
Spot 110 Price -- -0.01 
Spot 111 Price -- -0.01 
Spot 112 Price -- -0.01 
Spot 113 Price -- -0.01 
Spot 114 Price -- -0.01 
Spot 115 Price -- -0.01 
Spot 116 Price -- -0.01 
Spot 117 Price -- -0.01 
Spot 118 Price -- -0.01 
Spot 119 Price -- -0.01 
Spot 120 Price -- -0.01 
Spot 121 Price -- -0.01 
Spot 122 Price -- -0.01 
Spot 123 Price -- -0.01 
Spot 124 Price -- -0.01 
Spot 125 Price -- -0.01 
Spot 126 Price -- -0.01 
Spot 127 Price -- -0.01 
Spot 128 Price -- -0.01 
Spot 129 Price -- -0.01 

